,drug_name,drug_id,disease_name,disease_id
1468,betamethasone,CHEBI:3077,adrenocortical insufficiency,MONDO:0000004
1469,carbamazepine,CHEBI:3387,Lennox-Gastaut syndrome,MONDO:0016532
1470,cefadroxil,CHEBI:3479,Klebsiella cystitis,UMLS:C0520775
1471,amphotericin B,CHEBI:2682,Q fever,MONDO:0019186
1472,vandetanib,CHEBI:49960,medullary thyroid gland carcinoma,MONDO:0015277
1473,doxycycline,PUBCHEM.COMPOUND:54671203,endemic typhus,MONDO:0000330
1474,escitalopram,CHEBI:36791,major depressive disorder,MONDO:0002009
1475,trifluoperazine,CHEBI:45951,anxiety,MONDO:0011918
1476,oxytetracycline,CHEBI:133011,anthrax infection,MONDO:0005119
1477,valproic acid,CHEBI:39867,epilepsy,MONDO:0005027
1478,sulfamethizole,CHEBI:9331,Bacterial urinary infection,UMLS:C0729524
1479,olaparib,CHEBI:83766,Her2-receptor negative breast cancer,MONDO:0000618
1480,triamcinolone,CHEBI:9667,trichinellosis,MONDO:0019444
1481,warfarin,CHEBI:10033,intracranial embolism,MONDO:0006809
1482,capsaicin,CHEBI:3374,postherpetic neuralgia,MONDO:0041052
1483,pantoprazole,CHEBI:7915,Erosive esophagitis,UMLS:C0267055
1484,probenecid,CHEBI:8426,gout,MONDO:0005393
1485,perampanel,CHEBI:71013,focal epilepsy,MONDO:0005384
1486,azithromycin,CHEBI:2955,Chlamydial pelvic inflammatory disease,UMLS:C0520777
1487,phenobarbital,CHEBI:8069,Vascular Headaches,UMLS:C0042376
1488,nalidixic acid,CHEBI:100147,Bacterial urinary infection,UMLS:C0729524
1489,amphotericin B,CHEBI:2682,trachoma,MONDO:0001249
1490,irinotecan,CHEBI:80630,metastasis from malignant tumor of colon,MONDO:0041448
1491,papaverine,CHEBI:28241,brain ischemia,MONDO:0005299
1492,lactulose,CHEBI:6359,Hyperammonemia,HP:0001987
1493,streptozocin,CHEBI:9288,Neuroendocrine tumor of pancreas,UMLS:C4305467
1494,norfloxacin,CHEBI:100246,Pneumonia caused by Escherichia coli,UMLS:C0276089
1495,cyclophosphamide,CHEBI:4027,histiocytic sarcoma,MONDO:0019479
1496,amikacin,CHEBI:2637,bacterial meningitis caused by gram-negative bacteria,MONDO:0041825
1497,amphotericin B,CHEBI:2682,candidiasis,MONDO:0002026
1498,promazine,CHEBI:8459,manic bipolar affective disorder,MONDO:0024612
1499,fondaparinux,CHEBI:61033,Pulmonary thromboembolism,HP:0034192
1500,mometasone,CHEBI:6970,allergic asthma,MONDO:0004784
1501,imipenem,CHEBI:471744,Recurrent lower respiratory tract infections,HP:0002783
1502,norfloxacin,CHEBI:100246,Acute bacterial peritonitis,UMLS:C0275550
1503,dobutamine,CHEBI:4670,cardiogenic shock,MONDO:0800175
1504,desloratadine,CHEBI:291342,vasomotor rhinitis,MONDO:0006004
1505,ofloxacin,CHEBI:194135,escherichia coli infection,MONDO:0020920
1506,piperacillin,CHEBI:8232,Postoperative infection,UMLS:C0392618
1507,calcium gluconate,PUBCHEM.COMPOUND:9290,Hypocalcemic tetany,HP:0003472
1508,ribavirin,CHEBI:63580,chronic hepatitis C virus infection,MONDO:0005354
1509,mephenytoin,CHEBI:6757,focal epilepsy,MONDO:0005384
1510,antazoline,CHEBI:84115,Pruritus,HP:0000989
1511,butenafine,CHEBI:3238,pityriasis versicolor,MONDO:0005915
1512,zafirlukast,CHEBI:10100,asthma,MONDO:0004979
1513,esmolol,CHEBI:4856,Perioperative hypertension,UMLS:C3661921
1514,minoxidil,CHEBI:6942,hypertensive disorder,MONDO:0005044
1515,ofloxacin,CHEBI:194135,Hospital acquired pneumonia,UMLS:C0949083
1516,procyclidine,CHEBI:8448,Parkinson disease,MONDO:0005180
1517,dyphylline,CHEBI:4728,chronic bronchitis,MONDO:0005607
1518,pentobarbitone,CHEBI:7983,Severe anxiety (panic),UMLS:C0231403
1519,methylprednisolone,CHEBI:6888,pemphigus,MONDO:0006594
1520,ceftriaxone,CHEBI:29007,Bacterial urinary infection,UMLS:C0729524
1521,dyclonine,CHEBI:4724,Pruritus,HP:0000989
1522,brompheniramine,CHEBI:3183,vasomotor rhinitis,MONDO:0006004
1523,cephalexin,CHEBI:3534,Infective otitis media,UMLS:C0729586
1524,diazepam,CHEBI:49575,tetanus,MONDO:0005526
1525,prednisolone,CHEBI:8378,keratitis,MONDO:0003085
1526,prednisolone,CHEBI:8378,atopic conjunctivitis,MONDO:0005642
1527,paromomycin,CHEBI:7934,hepatic coma,MONDO:0001548
1528,prednisone,CHEBI:8382,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
1529,lonafarnib,CHEBI:47097,Hutchinson-Gilford progeria syndrome,MONDO:0008310
1530,disopyramide,CHEBI:4657,Ventricular arrhythmia,HP:0004308
1531,cefiderocol,CHEBI:140376,gram-negative bacterial infections,MONDO:0021678
1532,ranitidine,CHEBI:8776,dyspepsia,MONDO:0002268
1533,triamcinolone,CHEBI:9667,temporal arteritis,MONDO:0008538
1534,cefotetan,PUBCHEM.COMPOUND:53024,staphylococcal pneumonia,MONDO:0005970
1535,fludrocortisone,CHEBI:5102,chronic primary adrenal insufficiency,MONDO:0015129
1536,amikacin,CHEBI:2637,Pneumonia caused by Pseudomonas,UMLS:C0155860
1537,demeclocycline,UNII:5R5W9ICI6O,bronchitis,MONDO:0003781
1538,cyclopentolate,CHEBI:4024,Mydriasis,HP:0011499
1539,levodopa,CHEBI:15765,postencephalitic Parkinson disease,MONDO:0001945
1540,nizatidine,CHEBI:7601,duodenal ulcer,MONDO:0005412
1541,oxacillin,CHEBI:7809,Staphylococcal bacteremia,UMLS:C0152965
1542,meclofenamic acid,CHEBI:6710,rheumatoid arthritis,MONDO:0008383
1543,dimethyl fumarate,CHEBI:76004,Chronic small plaque psoriasis,UMLS:C0406317
1544,isoprenaline,CHEBI:64317,Low Cardiac Output Syndrome,UMLS:C0600177
1545,clocortolone pivalate,CHEBI:59582,Lichen Simplex Chronicus,UMLS:C0149922
1546,imipenem,CHEBI:471744,Abdominal Abscess,UMLS:C0243001
1547,desloratadine,CHEBI:291342,Sneeze,HP:0025095
1548,promazine,CHEBI:8459,urticaria,MONDO:0005492
1549,bacitracin A,CHEBI:28669,Corneal Abrasions,UMLS:C0010032
1550,vinorelbine,CHEBI:93786,non-small cell lung carcinoma,MONDO:0005233
1551,tolazamide,CHEBI:9613,type 2 diabetes mellitus,MONDO:0005148
1552,methylprednisolone,CHEBI:6888,classic Hodgkin lymphoma,MONDO:0009348
1553,prednisone,CHEBI:8382,ankylosing spondylitis,MONDO:0005306
1554,cefixime,CHEBI:93248,acute gonococcal cervicitis,MONDO:0001080
1555,tetracycline,CHEBI:27902,syphilis,MONDO:0005976
1556,sulfogaiacol,CHEBI:85537,common cold,MONDO:0005709
1557,norfloxacin,CHEBI:100246,rhinoscleroma,MONDO:0005945
1558,adapalene,CHEBI:31174,acne,MONDO:0011438
1559,azithromycin,CHEBI:2955,bacterial pneumonia,MONDO:0004652
1560,(-)-menthol,CHEBI:15409,Skin Irritation,NCIT:C50743
1561,azithromycin,CHEBI:2955,Pulmonary mycobacterium avium-intracellulare infection,UMLS:C0700226
1562,amineptine,CHEBI:32499,depressive disorder,MONDO:0002050
1563,sulpiride,CHEBI:32168,schizophrenia,MONDO:0005090
1564,demeclocycline,UNII:5R5W9ICI6O,Acute gonococcal urethritis,UMLS:C0275652
1565,diphenoxylate,CHEBI:4639,diarrheal disease,MONDO:0001673
1566,mometasone,CHEBI:6970,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
1567,spironolactone,CHEBI:9241,hypertensive disorder,MONDO:0005044
1568,metformin,CHEBI:6801,type 2 diabetes mellitus,MONDO:0005148
1569,levofloxacin,CHEBI:63598,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
1570,posaconazole,CHEBI:64355,Pharyngeal candidiasis,UMLS:C0343861
1571,hydroxocobalamin,PUBCHEM.COMPOUND:184933,cyanide poisoning,MONDO:0018754
1572,sulfamethizole,CHEBI:9331,Haemophilus influenzae otitis media,UMLS:C0276027
1573,cefuroxime,CHEBI:3515,Bacterial sepsis,UMLS:C0684256
1574,tetracycline,CHEBI:27902,pneumonia,MONDO:0005249
1575,cefotaxime,CHEBI:94427,Recurrent lower respiratory tract infections,HP:0002783
1576,doxycycline,PUBCHEM.COMPOUND:54671203,inclusion conjunctivitis,MONDO:0005808
1577,norfloxacin,CHEBI:100246,Group A Streptococcal Infections,UMLS:C0554628
1578,estradiol valerate,CHEBI:16469,postmenopausal osteoporosis,MONDO:0008159
1579,amiloride,CHEBI:2639,Edema,HP:0000969
1580,cefiderocol,CHEBI:140376,bacterial urinary tract infection,MONDO:0005247
1581,cortisol,CHEBI:5783,contact dermatitis,MONDO:0005480
1582,hydroxychloroquine,CHEBI:5801,discoid lupus erythematosus,MONDO:0019558
1583,infigratinib,CHEBI:63451,cholangiocarcinoma,MONDO:0019087
1584,phenytoin,CHEBI:8107,Focal aware seizure,HP:0002349
1585,carmustine,CHEBI:3423,plasma cell myeloma,MONDO:0009693
1586,oxytocin,CHEBI:7872,pregnancy disorder with abortive outcome,MONDO:0041526
1587,zinc acetate,PUBCHEM.COMPOUND:11192,Diaper Rash,UMLS:C0011974
1588,foscarnet,CHEBI:127780,Human Herpesvirus 6 encephalitis,UMLS:C1955629
1589,ciprofloxacin,CHEBI:100241,Hospital acquired pneumonia,UMLS:C0949083
1590,allopurinol,CHEBI:40279,gout,MONDO:0005393
1591,vancomycin,CHEBI:28001,bacterial endocarditis,MONDO:0006669
1592,fomepizole,CHEBI:5141,Accidental poisoning by methyl alcohol,UMLS:C0261439
1593,L-arginine,CHEBI:16467,Exposure to radiation,UMLS:C0015333
1594,cortisol,CHEBI:5783,Chronic small plaque psoriasis,UMLS:C0406317
1595,pethidine,CHEBI:6754,Severe pain,UMLS:C0278140
1596,amphotericin B,CHEBI:2682,bacterial urinary tract infection,MONDO:0005247
1597,bromodiphenhydramine,CHEBI:59177,Nasal congestion,HP:0001742
1598,aztreonam,CHEBI:94511,Female genital tract infection,UMLS:C1263758
1599,cefixime,CHEBI:93248,Acute gonococcal urethritis,UMLS:C0275652
1600,enalaprilat,CHEBI:4786,hypertensive disorder,MONDO:0005044
1601,flunisolide,CHEBI:5106,asthma,MONDO:0004979
1602,magnesium citrate,PUBCHEM.COMPOUND:6099959,constipation disorder,MONDO:0002203
1603,cefotetan,PUBCHEM.COMPOUND:53024,endometritis,MONDO:0000918
1604,selegiline,CHEBI:9086,Parkinson disease,MONDO:0005180
1605,doxifluridine,CHEBI:31521,Primary malignant neoplasm of gastrointestinal tract,UMLS:C1306632
1606,sulbactam,CHEBI:9321,Female genital tract infection,UMLS:C1263758
1607,masoprocol,CHEBI:73468,actinic keratosis,MONDO:0005173
1608,gatifloxacin,CHEBI:5280,staphylococcus aureus infection,MONDO:0005545
1609,clarithromycin,CHEBI:3732,Mycoplasma pneumoniae pneumonia,MONDO:0005867
1610,citric acid,CHEBI:30769,peptic ulcer disease,MONDO:0004247
1611,ofloxacin,CHEBI:194135,Chlamydial urethritis,UMLS:C1278807
1612,piperaquine,CHEBI:91231,malaria,MONDO:0005136
1613,imipenem,CHEBI:471744,bacterial pneumonia,MONDO:0004652
1614,valsartan,CHEBI:9927,hypertensive disorder,MONDO:0005044
1615,cefuroxime,CHEBI:3515,acute gonococcal endometritis,MONDO:0004264
1616,naltrexone,CHEBI:7465,obesity disorder,MONDO:0011122
1617,olanzapine,CHEBI:7735,manic bipolar affective disorder,MONDO:0024612
1618,doxepin,CHEBI:4710,anxiety,MONDO:0011918
1619,acrivastine,CHEBI:83168,Nasal congestion,HP:0001742
1620,cyclizine,CHEBI:3994,seasonal allergic rhinitis,MONDO:0005324
1621,cefamandole,CHEBI:3480,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
1622,cefiderocol,CHEBI:140376,pyelonephritis,MONDO:0006939
1623,clarithromycin,CHEBI:3732,Acute bacterial bronchitis,UMLS:C0339933
1624,tofacitinib,CHEBI:71200,psoriasis-related juvenile idiopathic arthritis,MONDO:0019436
1625,amphotericin B,CHEBI:2682,Gonorrhea of rectum,UMLS:C0275665
1626,vemurafenib,CHEBI:63637,Erdheim-Chester disease,MONDO:0018153
1627,cefotetan,PUBCHEM.COMPOUND:53024,Female genital tract infection,UMLS:C1263758
1628,bedaquiline,CHEBI:72292,drug-resistant tuberculosis,MONDO:0041806
1629,imipenem,CHEBI:471744,Infection caused by Enterococcus,UMLS:C1320183
1630,rosuvastatin,CHEBI:38545,Familial hypercholesterolemia - heterozygous,UMLS:C0342882
1631,cortisol,CHEBI:5783,bursitis,MONDO:0002471
1632,famotidine,CHEBI:4975,Zollinger-Ellison syndrome,MONDO:0019610
1633,naproxen,CHEBI:7476,tendinitis,MONDO:0004857
1634,cyclophosphamide,CHEBI:4027,acute monocytic leukemia,MONDO:0007896
1635,dextromethorphan,CHEBI:4470,Pharyngalgia,HP:0033050
1636,loracarbef,CHEBI:47544,streptococcal pneumonia,MONDO:0005972
1637,oxaprozin,CHEBI:7822,juvenile idiopathic arthritis,MONDO:0011429
1638,amphotericin B,CHEBI:2682,acute gonococcal cervicitis,MONDO:0001080
1639,omacetaxine mepesuccinate,CHEBI:71019,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0011996
1640,amikacin,CHEBI:2637,cholangitis,MONDO:0004789
1641,tofacitinib,CHEBI:71200,psoriatic arthritis,MONDO:0011849
1642,quinine,CHEBI:15854,malaria,MONDO:0005136
1643,norfloxacin,CHEBI:100246,shigellosis,MONDO:0019345
1644,(-)-noradrenaline,CHEBI:18357,Asthma attack,UMLS:C0347950
1645,ergotamine,CHEBI:64318,migraine disorder,MONDO:0005277
1646,ciprofloxacin,CHEBI:100241,typhoid fever,MONDO:0005619
1647,clocortolone pivalate,CHEBI:59582,seborrheic dermatitis,MONDO:0006608
1648,aciclovir,CHEBI:2453,herpes simplex infectious disease,MONDO:0004609
1649,norfloxacin,CHEBI:100246,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
1650,dobutamine,CHEBI:4670,Decompensated cardiac failure,UMLS:C0581377
1651,triamcinolone,CHEBI:9667,classic Hodgkin lymphoma,MONDO:0009348
1652,norgestimate,CHEBI:50815,atrophic vulva,DOID:14275
1653,ofloxacin,CHEBI:194135,Female genital tract infection,UMLS:C1263758
1654,phenprocoumon,CHEBI:50438,myocardial infarction,MONDO:0005068
1655,porfimer,PUBCHEM.COMPOUND:137321858,esophageal cancer,MONDO:0007576
1656,sulfacetamide,CHEBI:63845,pityriasis simplex,MONDO:0024343
1657,enfuvirtide,CHEBI:608828,HIV infectious disease,MONDO:0005109
1658,pregabalin,CHEBI:64356,postherpetic neuralgia,MONDO:0041052
1659,triprolidine,CHEBI:84116,vasomotor rhinitis,MONDO:0006004
1660,magnesium sulfate,PUBCHEM.COMPOUND:24083,Eclampsia in pregnancy,UMLS:C0156677
1661,heparin,CHEBI:28304,disseminated intravascular coagulation,MONDO:0001243
1662,aztreonam,CHEBI:94511,Klebsiella cystitis,UMLS:C0520775
1663,ethionamide,CHEBI:4885,Pulmonary mycobacterium avium-intracellulare infection,UMLS:C0700226
1664,cortisol,CHEBI:5783,systemic lupus erythematosus,MONDO:0007915
1665,losartan,CHEBI:6541,diabetic kidney disease,MONDO:0005016
1666,cyclosporin A,CHEBI:4031,rheumatoid arthritis,MONDO:0008383
1667,chlorpheniramine,CHEBI:52010,urticaria,MONDO:0005492
1668,ceftriaxone,CHEBI:29007,Gonococcal endocarditis,UMLS:C0153227
1669,doxycycline,PUBCHEM.COMPOUND:54671203,Bacterial urinary infection,UMLS:C0729524
1670,diphenylpyraline,CHEBI:59788,Rhinorrhea,HP:0031417
1671,ziprasidone,CHEBI:10119,manic bipolar affective disorder,MONDO:0024612
1672,ciprofloxacin,CHEBI:100241,rhinoscleroma,MONDO:0005945
1673,formestane,CHEBI:75172,female breast carcinoma,MONDO:0004379
1674,methylprednisolone,CHEBI:6888,seasonal allergic rhinitis,MONDO:0005324
1675,amikacin,CHEBI:2637,Neonatal meningitis,UMLS:C0456107
1676,ceritinib,CHEBI:78432,non-small cell lung carcinoma,MONDO:0005233
1677,norfloxacin,CHEBI:100246,Miscarriage with sepsis,UMLS:C0269398
1678,carboprost,CHEBI:3403,Post-partum hemorrhage,HP:0011891
1679,morphine,CHEBI:17303,"Postoperative Pain, Acute",UMLS:C2215257
1680,orciprenaline,CHEBI:6792,bronchitis,MONDO:0003781
1681,dirithromycin,CHEBI:474014,pharyngitis,MONDO:0002258
1682,ambenonium,CHEBI:2627,myasthenia gravis,MONDO:0009688
1683,imipenem,CHEBI:471744,bacterial endocarditis,MONDO:0006669
1684,hydromorphone,CHEBI:5790,Severe pain,UMLS:C0278140
1685,triprolidine,CHEBI:84116,Rhinorrhea,HP:0031417
1686,cefditoren,CHEBI:59343,Haemophilus influenzae pneumonia,UMLS:C0276026
1687,cefamandole,CHEBI:3480,Abdominal Infection,UMLS:C1112209
1688,everolimus,CHEBI:68478,renal cell carcinoma,MONDO:0005086
1689,imiquimod,CHEBI:36704,common wart,MONDO:0001209
1690,prednisone,CHEBI:8382,thyroiditis,MONDO:0004126
1691,miconazole,CHEBI:6923,tinea pedis,MONDO:0005984
1692,ertapenem,CHEBI:404903,Peptostreptococcus infectious disease,MONDO:0024412
1693,hydroxychloroquine,CHEBI:5801,Plasmodium vivax malaria,MONDO:0005921
1694,selegiline,CHEBI:9086,major depressive disorder,MONDO:0002009
1695,doxazosin,CHEBI:4708,hypertensive disorder,MONDO:0005044
1696,levomefolic acid,CHEBI:136009,Premenstrual Dysphoric Disorder,UMLS:C0520676
1697,salicylic acid,CHEBI:16914,plantar wart,MONDO:0001795
1698,bacampicillin,CHEBI:2968,bacterial urinary tract infection,MONDO:0005247
1699,dalbavancin,CHEBI:82721,cellulitis,MONDO:0005230
1700,acetylcysteine,CHEBI:28939,amyloidosis,MONDO:0019065
1701,piperacillin,CHEBI:8232,Sepsis caused by Bacteroides,UMLS:C0276064
1702,sulfogaiacol,CHEBI:85537,Nasal congestion,HP:0001742
1703,cefotaxime,CHEBI:94427,bacterial arthritis,MONDO:0004471
1704,dimethyl fumarate,CHEBI:76004,relapsing-remitting multiple sclerosis,MONDO:0005314
1705,neomycin,CHEBI:7507,uveitis,MONDO:0020283
1706,spiperone,CHEBI:9233,schizophrenia,MONDO:0005090
1707,prednisolone,CHEBI:8378,contact dermatitis,MONDO:0005480
1708,cefamandole,CHEBI:3480,Pneumonia caused by Escherichia coli,UMLS:C0276089
1709,cycrimine,CHEBI:59692,Parkinson disease,MONDO:0005180
1710,ampicillin,CHEBI:28971,bacterial meningitis,MONDO:0006670
1711,clavulanic acid,CHEBI:48947,Bacterial sepsis,UMLS:C0684256
1712,ceftaroline fosamil,CHEBI:70718,escherichia coli infection,MONDO:0020920
1713,lixisenatide,CHEBI:85662,type 2 diabetes mellitus,MONDO:0005148
1714,mozavaptan,CHEBI:135694,Paraneoplastic hyponatremia,UMLS:C1321135
1715,hydrocodone,CHEBI:5779,Pain,HP:0012531
1716,azatadine,CHEBI:2946,atopic conjunctivitis,MONDO:0005642
1717,plerixafor,CHEBI:125354,lymphoma,MONDO:0005062
1718,echothiophate,CHEBI:4753,glaucoma,MONDO:0005041
1719,cefalotin,CHEBI:124991,arthropathy,MONDO:0006816
1720,cefamandole,CHEBI:3480,arthropathy,MONDO:0006816
1721,pentobarbitone,CHEBI:7983,insomnia,MONDO:0013600
1722,lomitapide,CHEBI:72297,homozygous familial hypercholesterolemia,MONDO:0018328
1723,streptomycin,CHEBI:17076,Bacterial urinary infection,UMLS:C0729524
1724,cefaclor,CHEBI:3478,Recurrent lower respiratory tract infections,HP:0002783
1725,cortisol,CHEBI:5783,Post traumatic osteoarthritis,UMLS:C2894027
1726,cefotetan,PUBCHEM.COMPOUND:53024,Haemophilus influenzae pneumonia,UMLS:C0276026
1727,allantoin,CHEBI:15676,seborrheic dermatitis,MONDO:0006608
1728,ceftriaxone,CHEBI:29007,Infective otitis media,UMLS:C0729586
1729,gatifloxacin,CHEBI:5280,bacterial conjunctivitis,MONDO:0006668
1730,venetoclax,CHEBI:133021,acute myeloid leukemia,MONDO:0018874
1731,rifampicin,CHEBI:28077,Acute tuberculosis,UMLS:C0275959
1732,methylphenidate,CHEBI:6887,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
1733,bromocriptine,CHEBI:3181,postencephalitic Parkinson disease,MONDO:0001945
1734,cefuroxime,CHEBI:3515,Escherichia coli septicemia,UMLS:C0276088
1735,dicyclomine,CHEBI:4514,irritable bowel syndrome,MONDO:0005052
1736,cortisol,CHEBI:5783,Transplanted organ rejection,UMLS:C0345468
1737,fondaparinux,CHEBI:61033,Deep venous thrombosis,HP:0002625
1738,cefpodoxime,CHEBI:3504,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
1739,tetracycline,CHEBI:27902,inclusion conjunctivitis,MONDO:0005808
1740,moxifloxacin,CHEBI:63611,rhinoscleroma,MONDO:0005945
1741,prednisone,CHEBI:8382,erythema multiforme,MONDO:0006545
1742,clavulanic acid,CHEBI:48947,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
1743,betamethasone,CHEBI:3077,angioedema,MONDO:0010481
1744,clavulanic acid,CHEBI:48947,Sepsis due to Pseudomonas,UMLS:C2887096
1745,moxifloxacin,CHEBI:63611,pneumonic plague,MONDO:0001024
1746,bromodiphenhydramine,CHEBI:59177,Rhinorrhea,HP:0031417
1747,vasopressin,CHEBI:34543,nocturnal enuresis,MONDO:0000022
1748,sirolimus,CHEBI:9168,renal cell carcinoma,MONDO:0005086
1749,(-)-menthol,CHEBI:15409,seborrheic dermatitis,MONDO:0006608
1750,methapyrilene,CHEBI:6820,Rhinorrhea,HP:0031417
1751,dasatinib,CHEBI:49375,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0006115
1752,apixaban,CHEBI:72296,Arterial embolus and thrombosis,UMLS:C0155749
1753,antazoline,CHEBI:84115,Red eye,HP:0025337
1754,ritonavir,CHEBI:45409,chronic hepatitis C virus infection,MONDO:0005354
1755,indomethacin,CHEBI:49662,osteoarthritis,MONDO:0005178
1756,cefapirin,CHEBI:554446,arthropathy,MONDO:0006816
1757,ciprofloxacin,CHEBI:100241,Acute osteomyelitis,UMLS:C0158371
1758,dabigatran etexilate,CHEBI:70746,Embolism,UMLS:C0013922
1759,bepridil,CHEBI:3061,Angina pectoris,HP:0001681
1760,miltefosine,CHEBI:75283,mucocutaneous leishmaniasis,MONDO:0005859
1761,bleomycin,CHEBI:3139,non-Hodgkin lymphoma,MONDO:0018908
1762,neomycin,CHEBI:7507,otitis externa,MONDO:0004795
1763,tetracycline,CHEBI:27902,Q fever,MONDO:0019186
1764,telavancin,CHEBI:71229,bacterial pneumonia,MONDO:0004652
1765,diflorasone diacetate,CHEBI:31483,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
1766,cortisol,CHEBI:5783,Itching of ear,UMLS:C0849907
1767,methadone,CHEBI:167309,Severe pain,UMLS:C0278140
1768,demeclocycline,UNII:5R5W9ICI6O,actinomycosis,MONDO:0005631
1769,dehydrocholic acid,CHEBI:31459,Incomplete passage of stool,UMLS:C0426639
1770,clavulanic acid,CHEBI:48947,Infective otitis media,UMLS:C0729586
1771,naproxen,CHEBI:7476,Fever,HP:0001945
1772,streptomycin,CHEBI:17076,plague,MONDO:0019095
1773,rimonabant,CHEBI:34967,obesity disorder,MONDO:0011122
1774,metronidazole,CHEBI:6909,anaerobic bacteria infectious disease,MONDO:0024389
1775,lithium carbonate,PUBCHEM.COMPOUND:11125,rheumatoid arthritis,MONDO:0008383
1776,hydroxyzine,CHEBI:5818,urticaria,MONDO:0005492
1777,fexofenadine,CHEBI:5050,Sneeze,HP:0025095
1778,carbidopa,CHEBI:39585,postencephalitic Parkinson disease,MONDO:0001945
1779,cortisol,CHEBI:5783,synovitis,MONDO:0002400
1780,amikacin,CHEBI:2637,Serratia Infections,UMLS:C0085394
1781,tiaprofenic acid,CHEBI:32221,rheumatoid arthritis,MONDO:0008383
1782,ceftriaxone,CHEBI:29007,Proteus urinary tract infection,UMLS:C0577709
1783,ceftriaxone,CHEBI:29007,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
1784,minocycline,CHEBI:50694,rickettsialpox,MONDO:0019360
1785,benzocaine,CHEBI:116735,Pharyngalgia,HP:0033050
1786,methylprednisolone,CHEBI:6888,rheumatoid arthritis,MONDO:0008383
