drug_name,drug_id,disease_name,disease_id
fasudil,CHEBI:43871,Cerebral Vasospasm,UMLS:C0265110
prednisolone,CHEBI:8378,autoimmune hemolytic anemia,MONDO:0020108
cyclopentolate,CHEBI:4024,Mydriasis,HP:0011499
prednisone,CHEBI:8382,pemphigus,MONDO:0006594
trovafloxacin,CHEBI:9763,Chlamydial pelvic inflammatory disease,UMLS:C0520777
ampicillin,CHEBI:28971,pneumococcal meningitis,MONDO:0006913
vilanterol,CHEBI:75037,chronic bronchitis,MONDO:0005607
prednisolone,CHEBI:8378,corneal ulcer,MONDO:0004577
nefazodone,CHEBI:7494,major depressive disorder,MONDO:0002009
cefpodoxime,CHEBI:3504,bacterial pneumonia,MONDO:0004652
loracarbef,CHEBI:47544,Infective otitis media,UMLS:C0729586
gatifloxacin,CHEBI:5280,bacterial conjunctivitis,MONDO:0006668
selumetinib,CHEBI:90227,neurofibromatosis 1,DOID:0111253
duloxetine,CHEBI:36795,generalized anxiety disorder,MONDO:0001942
clioquinol,CHEBI:74460,tinea pedis,MONDO:0005984
chlorpheniramine,CHEBI:52010,vasomotor rhinitis,MONDO:0006004
demeclocycline,UNII:5R5W9ICI6O,granuloma inguinale,MONDO:0005777
azlocillin,CHEBI:2956,bacterial urinary tract infection,MONDO:0005247
moxifloxacin,CHEBI:63611,rhinoscleroma,MONDO:0005945
betamethasone,CHEBI:3077,juvenile idiopathic arthritis,MONDO:0011429
ranitidine,CHEBI:8776,dyspepsia,MONDO:0002268
trovafloxacin,CHEBI:9763,staphylococcal pneumonia,MONDO:0005970
cyclizine,CHEBI:3994,motion sickness,MONDO:0008015
ofloxacin,CHEBI:194135,rhinoscleroma,MONDO:0005945
prednisolone,CHEBI:8378,granuloma annulare,MONDO:0006554
mechlorethamine,CHEBI:28925,acquired polycythemia vera,MONDO:0009891
bromodiphenhydramine,CHEBI:59177,Cough,HP:0012735
sulfamethizole,CHEBI:9331,Infective otitis media,UMLS:C0729586
vancomycin,CHEBI:28001,Staphylococcal enterocolitis,UMLS:C0038157
cephradine,CHEBI:3547,pneumonia,MONDO:0005249
ciprofloxacin,CHEBI:100241,bacterial conjunctivitis,MONDO:0006668
fluorometholone,CHEBI:31625,corneal ulcer,MONDO:0004577
codeine,CHEBI:16714,Pain,HP:0012531
clioquinol,CHEBI:74460,dermatophytosis of groin and perianal area,MONDO:0001405
methdilazine,CHEBI:6823,Sneeze,HP:0025095
amphotericin B,CHEBI:2682,Candidal endocarditis,UMLS:C0153254
tazobactam,CHEBI:9421,peritonitis,MONDO:0004522
cyclophosphamide,CHEBI:4027,breast carcinoma,MONDO:0004989
clavulanic acid,CHEBI:48947,Sepsis due to Pseudomonas,UMLS:C2887096
fluoxymesterone,CHEBI:5120,Noonan syndrome,MONDO:0018997
cyproheptadine,CHEBI:4046,atopic conjunctivitis,MONDO:0005642
phenylephrine,CHEBI:8093,Sinus headache,UMLS:C0037195
zofenopril,CHEBI:78539,hypertensive disorder,MONDO:0005044
benproperine,CHEBI:37560,Cough,HP:0012735
vinblastine,CHEBI:27375,letterer-Siwe disease,MONDO:0009519
cortisol,CHEBI:5783,pemphigus,MONDO:0006594
clotrimazole,CHEBI:3764,pityriasis versicolor,MONDO:0005915
promazine,CHEBI:8459,Pruritus,HP:0000989
floxuridine,CHEBI:60761,Primary malignant neoplasm of gastrointestinal tract,UMLS:C1306632
dexmethylphenidate,CHEBI:51860,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
fidaxomicin,CHEBI:68590,Clostridium difficile colitis,MONDO:0000705
cyclophosphamide,CHEBI:4027,acute lymphoblastic leukemia,MONDO:0004967
demeclocycline,UNII:5R5W9ICI6O,relapsing fever,MONDO:0019633
budesonide,CHEBI:3207,Crohn's disease in remission,UMLS:C1960764
calcifediol,CHEBI:17933,hypophosphatemia,MONDO:0000313
succinic acid,CHEBI:15741,iron deficiency anemia,MONDO:0001356
piperacillin,CHEBI:8232,Enterobacteriaceae Infections,UMLS:C0014347
rifaximin,CHEBI:75246,hepatic encephalopathy,MONDO:0001711
ezetimibe,CHEBI:49040,sitosterolemia,MONDO:0008863
prednisolone,CHEBI:8378,chronic beryllium disease,MONDO:0015274
cephradine,CHEBI:3547,prostatitis,MONDO:0005280
ofloxacin,CHEBI:194135,staphylococcus aureus infection,MONDO:0005545
ampicillin,CHEBI:28971,Escherichia coli meningitis,MONDO:0006753
ketorolac,CHEBI:6129,Severe pain,UMLS:C0278140
ofloxacin,CHEBI:194135,Chlamydial urethritis,UMLS:C1278807
cefotaxime,CHEBI:94427,Serratia Infections,UMLS:C0085394
norfloxacin,CHEBI:100246,Pseudomonas aeruginosa infectious disease,MONDO:0040732
nilotinib,CHEBI:52172,"Leukemia, Myeloid, Chronic-Phase",UMLS:C0023474
dexibuprofen,CHEBI:43415,juvenile idiopathic arthritis,MONDO:0011429
cortisol,CHEBI:5783,blepharoconjunctivitis,MONDO:0002307
chloral hydrate,CHEBI:28142,insomnia,MONDO:0013600
imipenem,CHEBI:471744,Pneumonia caused by Escherichia coli,UMLS:C0276089
sonidegib,CHEBI:90863,basal cell carcinoma,MONDO:0020804
diltiazem,CHEBI:101278,Prinzmetal angina,MONDO:0006021
linezolid,CHEBI:63607,streptococcal pneumonia,MONDO:0005972
erlotinib,CHEBI:114785,pancreatic adenocarcinoma,MONDO:0006047
ciprofloxacin,CHEBI:100241,Abdominal Infection,UMLS:C1112209
metronidazole,CHEBI:6909,Bacterial sepsis,UMLS:C0684256
sapropterin,CHEBI:59560,classic phenylketonuria,MONDO:0019259
niraparib,CHEBI:176844,malignant epithelial tumor of ovary,MONDO:0018364
phenylbutyrate,CHEBI:41500,carbamoyl phosphate synthetase I deficiency disease,MONDO:0009376
teicoplanin,CHEBI:29687,staphylococcal infection,MONDO:0024313
D-serine,CHEBI:16523,pulmonary tuberculosis,MONDO:0006052
colistin,CHEBI:34650,escherichia coli infection,MONDO:0020920
aztreonam,CHEBI:94511,Bacterial peritonitis,UMLS:C0341503
demeclocycline,UNII:5R5W9ICI6O,Acute gonococcal urethritis,UMLS:C0275652
aciclovir,CHEBI:2453,chickenpox,MONDO:0005700
levodopa,CHEBI:15765,postencephalitic Parkinson disease,MONDO:0001945
azlocillin,CHEBI:2956,aspiration pneumonia,MONDO:0000265
betamethasone,CHEBI:3077,chronic primary adrenal insufficiency,MONDO:0015129
vinblastine,CHEBI:27375,mycosis fungoides,MONDO:0009691
prednisolone,CHEBI:8378,gout,MONDO:0005393
brinzolamide,CHEBI:3176,ocular hypertension,MONDO:0006875
tolterodine,CHEBI:9622,Urge Incontinence,UMLS:C0150045
piperacillin,CHEBI:8232,gonorrhea,MONDO:0004277
aciclovir,CHEBI:2453,herpes labialis,MONDO:0043653
phenprocoumon,CHEBI:50438,myocardial infarction,MONDO:0005068
levofloxacin,CHEBI:63598,pyelonephritis,MONDO:0006939
vancomycin,CHEBI:28001,Neonatal sepsis,HP:0040187
primidone,CHEBI:8412,Bipolar disorder in remission,UMLS:C0270425
nizatidine,CHEBI:7601,Erosive esophagitis,UMLS:C0267055
trandolapril,CHEBI:9649,congestive heart failure,MONDO:0005009
betamethasone,CHEBI:3077,bursitis,MONDO:0002471
pseudoephedrine,CHEBI:51209,common cold,MONDO:0005709
minocycline,CHEBI:50694,gonorrhea,MONDO:0004277
ethinylestradiol,CHEBI:4903,Premenstrual Dysphoric Disorder,UMLS:C0520676
metolazone,CHEBI:64354,hypertensive disorder,MONDO:0005044
busulfan,CHEBI:28901,lymphoma,MONDO:0005062
cephradine,CHEBI:3547,Infective otitis media,UMLS:C0729586
vemurafenib,CHEBI:63637,Erdheim-Chester disease,MONDO:0018153
phenylephrine,CHEBI:8093,vasomotor rhinitis,MONDO:0006004
phenobarbital,CHEBI:8069,Focal aware seizure,HP:0002349
estradiol valerate,CHEBI:16469,Urethral atrophy,UMLS:C0520577
vinblastine,CHEBI:27375,gestational trophoblastic neoplasm,MONDO:0018944
clobetasol propionate,CHEBI:31414,Psoriasis of scalp,UMLS:C0406326
niraparib,CHEBI:176844,Carcinoma in situ of fallopian tube,UMLS:C0347176
triamcinolone,CHEBI:9667,chronic primary adrenal insufficiency,MONDO:0015129
methylprednisolone,CHEBI:6888,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
irinotecan,CHEBI:80630,Metastatic malignant neoplasm to pancreas,UMLS:C0346976
terbutaline,CHEBI:9449,asthma,MONDO:0004979
algeldrate,PUBCHEM.COMPOUND:10176082,gastroesophageal reflux disease,MONDO:0007186
ivermectin,CHEBI:63941,strongyloidiasis,MONDO:0005974
carisoprodol,CHEBI:3419,Spasticity,HP:0001257
cephalexin,CHEBI:3534,Proteus urinary tract infection,UMLS:C0577709
triamcinolone,CHEBI:9667,Pruritus Ani,UMLS:C0033775
tetracycline,CHEBI:27902,bronchitis,MONDO:0003781
tetrabenazine,CHEBI:64028,tardive dyskinesia,MONDO:0010096
imatinib,CHEBI:45783,chronic eosinophilic leukemia,MONDO:0015687
vincristine,CHEBI:28445,neuroblastoma,MONDO:0005072
clarithromycin,CHEBI:3732,Infective otitis media,UMLS:C0729586
trametinib,CHEBI:75998,Malignant melanoma with BRAF V600E mutation,UMLS:C5394779
cromoglicic acid,CHEBI:59773,asthma,MONDO:0004979
chlorpheniramine,CHEBI:52010,Nasal congestion,HP:0001742
nizatidine,CHEBI:7601,gastric ulcer,MONDO:0001126
naproxen,CHEBI:7476,juvenile idiopathic arthritis,MONDO:0011429
sapropterin,CHEBI:59560,hyperphenylalaninemia due to tetrahydrobiopterin deficiency,MONDO:0016543
indomethacin,CHEBI:49662,osteoarthritis,MONDO:0005178
sulbactam,CHEBI:9321,staphylococcus aureus infection,MONDO:0005545
ciprofloxacin,CHEBI:100241,acute maxillary sinusitis,MONDO:0002186
vasopressin,CHEBI:34543,hereditary von Willebrand disease,MONDO:0019565
cromoglicic acid,CHEBI:59773,vernal keratoconjunctivitis,MONDO:0019085
clonazepam,CHEBI:3756,Lennox-Gastaut syndrome,MONDO:0016532
pregabalin,CHEBI:64356,Central neuropathic pain,UMLS:C4087506
desonide,CHEBI:204734,allergic rhinitis,MONDO:0011786
baricitinib,CHEBI:95341,Pneumonia caused by SARS-CoV-2,UMLS:C5244027
quinapril,CHEBI:8713,congestive heart failure,MONDO:0005009
cloxacillin,CHEBI:49566,staphylococcal pneumonia,MONDO:0005970
cefuroxime,CHEBI:3515,Bacterial urinary infection,UMLS:C0729524
ticarcillin,CHEBI:9587,rhinoscleroma,MONDO:0005945
trioxsalen,CHEBI:28329,photosensitivity disease,MONDO:0006597
oxcarbazepine,CHEBI:7824,focal epilepsy,MONDO:0005384
etoposide,CHEBI:4911,small cell lung carcinoma,MONDO:0008433
emedastine,CHEBI:4779,Pruritus,HP:0000989
rosuvastatin,CHEBI:38545,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
levodopa,CHEBI:15765,Parkinson disease,MONDO:0005180
lisinopril,CHEBI:43755,myocardial infarction,MONDO:0005068
paracetamol,CHEBI:46195,allergic rhinitis,MONDO:0011786
ciprofloxacin,CHEBI:100241,anthrax infection,MONDO:0005119
diflorasone diacetate,CHEBI:31483,seborrheic dermatitis,MONDO:0006608
trimethadione,CHEBI:9727,epilepsy,MONDO:0005027
ibuprofen,CHEBI:5855,osteoarthritis,MONDO:0005178
betamethasone,CHEBI:3077,tinea pedis,MONDO:0005984
prednisolone,CHEBI:8378,Lichen Simplex Chronicus,UMLS:C0149922
norfloxacin,CHEBI:100246,anthrax infection,MONDO:0005119
aztreonam,CHEBI:94511,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
fluticasone,CHEBI:5134,"dermatitis, atopic",MONDO:0011292
pexidartinib,CHEBI:145373,tenosynovial giant cell tumor,MONDO:0002522
ofloxacin,CHEBI:194135,chancroid,MONDO:0001797
leflunomide,CHEBI:6402,rheumatoid arthritis,MONDO:0008383
abiraterone acetate,CHEBI:68639,castration-resistant prostate carcinoma,MONDO:0850353
azithromycin,CHEBI:2955,acute gonococcal cervicitis,MONDO:0001080
lindane,UNII:59NEE7PCAB,Pediculus humanus capitis infestation,MONDO:0003471
cortisol,CHEBI:5783,atopic conjunctivitis,MONDO:0005642
pentobarbitone,CHEBI:7983,epilepsy,MONDO:0005027
beclometasone,CHEBI:3001,rhinitis,MONDO:0003014
methyltestosterone,CHEBI:27436,Androgen insufficiency,HP:0008226
levofloxacin,CHEBI:63598,Acute bacterial sinusitis,UMLS:C0275556
bimatoprost,CHEBI:51230,open-angle glaucoma,MONDO:0005338
carteolol,CHEBI:3437,hypertensive disorder,MONDO:0005044
paracetamol,CHEBI:46195,Sinus headache,UMLS:C0037195
dicumarol,CHEBI:4513,Thromboembolism,HP:0001907
alclometasone dipropionate,CHEBI:31184,contact dermatitis,MONDO:0005480
panobinostat,CHEBI:85990,plasma cell myeloma,MONDO:0009693
enalaprilat,CHEBI:4786,hypertensive disorder,MONDO:0005044
cortisol,CHEBI:5783,rheumatic heart disease,MONDO:0006955
benzatropine,CHEBI:3048,parkinsonian disorder,MONDO:0021095
papaverine,CHEBI:28241,peripheral vascular disease,MONDO:0005294
moxifloxacin,CHEBI:63611,pneumonia caused by chlamydia,MONDO:0025598
cephradine,CHEBI:3547,pharyngitis,MONDO:0002258
benzalkonium,CHEBI:135611,otitis externa,MONDO:0004795
promazine,CHEBI:8459,schizophrenia,MONDO:0005090
oxytetracycline,CHEBI:133011,inclusion conjunctivitis,MONDO:0005808
zalcitabine,CHEBI:10101,HIV infectious disease,MONDO:0005109
hydrochlorothiazide,CHEBI:5778,hypertensive disorder,MONDO:0005044
vancomycin,CHEBI:28001,infective endocarditis,MONDO:0000565
ciprofloxacin,CHEBI:100241,chancroid,MONDO:0001797
lisuride,CHEBI:51164,amenorrhea,MONDO:0001836
etidronic acid,CHEBI:4907,bone Paget disease,MONDO:0005382
aztreonam,CHEBI:94511,Sepsis due to Pseudomonas,UMLS:C2887096
estramustine,CHEBI:4868,prostate neoplasm,MONDO:0021259
triamcinolone,CHEBI:9667,subacute bursitis,MONDO:0040698
anastrozole,CHEBI:2704,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
cefapirin,CHEBI:554446,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
cefaclor,CHEBI:3478,Group A Streptococcal Infections,UMLS:C0554628
methyltestosterone,CHEBI:27436,Hot flashes,HP:0031217
cefotetan,PUBCHEM.COMPOUND:53024,Klebsiella cystitis,UMLS:C0520775
azathioprine,CHEBI:2948,dermatomyositis,MONDO:0016367
fludarabine,CHEBI:63599,B-cell chronic lymphocytic leukemia,MONDO:0004948
carbamazepine,CHEBI:3387,glossopharyngeal neuralgia,MONDO:0016372
phentolamine,CHEBI:8081,pheochromocytoma,MONDO:0008233
chlophedianol,CHEBI:135207,vasomotor rhinitis,MONDO:0006004
ofloxacin,CHEBI:194135,anthrax infection,MONDO:0005119
prednisolone,CHEBI:8378,multiple sclerosis,MONDO:0005301
cefuroxime,CHEBI:3515,Haemophilus influenzae otitis media,UMLS:C0276027
ceftizoxime,CHEBI:553473,Serratia Infections,UMLS:C0085394
peramivir,CHEBI:85202,influenza,MONDO:0005812
lofexidine,CHEBI:51368,Opioid withdrawal,UMLS:C0029104
ampicillin,CHEBI:28971,Pneumococcal pharyngitis,UMLS:C0275761
pazopanib,CHEBI:71219,sarcoma,MONDO:0005089
phenylephrine,CHEBI:8093,atopic conjunctivitis,MONDO:0005642
ampicillin,CHEBI:28971,Proteus septicemia,UMLS:C0577690
ethosuximide,CHEBI:4887,absence epilepsy,MONDO:0850093
enzalutamide,CHEBI:68534,Metastasis from malignant tumor of prostate,UMLS:C1282496
desmopressin,CHEBI:4450,hemophilia A,MONDO:0010602
lapatinib,CHEBI:49603,HER2 positive breast carcinoma,MONDO:0006244
cortisol,CHEBI:5783,erythema multiforme,MONDO:0006545
L-α-methyldopa,CHEBI:61058,hypertensive disorder,MONDO:0005044
citalopram,CHEBI:3723,generalized anxiety disorder,MONDO:0001942
cefaclor,CHEBI:3478,pharyngitis,MONDO:0002258
hydrocodone,CHEBI:5779,Nasal congestion,HP:0001742
ethacrynic acid,CHEBI:4876,Edema,HP:0000969
ibrutinib,CHEBI:76612,chronic graft versus host disease,MONDO:0020547
cefixime,CHEBI:93248,bacterial urinary tract infection,MONDO:0005247
prednisone,CHEBI:8382,"dermatitis, atopic",MONDO:0011292
desloratadine,CHEBI:291342,Nasal congestion,HP:0001742
cefpodoxime,CHEBI:3504,staphylococcus aureus infection,MONDO:0005545
dehydrocholic acid,CHEBI:31459,Incomplete passage of stool,UMLS:C0426639
fingolimod,CHEBI:63115,relapsing-remitting multiple sclerosis,MONDO:0005314
minocycline,CHEBI:50694,Meningococcus carrier,UMLS:C0421162
naltrexone,CHEBI:7465,Chronic pain,HP:0012532
clavulanic acid,CHEBI:48947,staphylococcus aureus pneumonia,MONDO:0041879
sodium thiosalicylate,CHEBI:59124,rheumatic fever,MONDO:0017767
pramocaine,CHEBI:8357,Itching of ear,UMLS:C0849907
ketoprofen,CHEBI:6128,Pain,HP:0012531
loteprednol etabonate,CHEBI:31784,punctate epithelial keratoconjunctivitis,MONDO:0001466
azlocillin,CHEBI:2956,Pneumonia caused by Pseudomonas,UMLS:C0155860
vardenafil,CHEBI:46295,erectile dysfunction,MONDO:0005362
codeine,CHEBI:16714,headache disorder,MONDO:0021146
lithium citrate,CHEBI:16947,Bipolar disorder in remission,UMLS:C0270425
fentanyl,CHEBI:119915,Breakthrough cancer pain,UMLS:C2721580
phenylephrine,CHEBI:8093,Pruritus Ani,UMLS:C0033775
meropenem,CHEBI:43968,peritonitis,MONDO:0004522
enasidenib,CHEBI:145374,acute myeloid leukemia,MONDO:0018874
amcinonide,CHEBI:31199,Pruritus of genital organs,UMLS:C0033777
sulfisoxazole,CHEBI:102484,meningococcal meningitis,MONDO:0018059
tetracycline,CHEBI:27902,pharyngitis,MONDO:0002258
sotagliflozin,CHEBI:229226,chronic kidney disease,MONDO:0005300
sulfadiazine,CHEBI:9328,congenital toxoplasmosis,MONDO:0005715
captopril,CHEBI:3380,congestive heart failure,MONDO:0005009
levofloxacin,CHEBI:63598,Acute bacterial bronchitis,UMLS:C0339933
choline,CHEBI:15354,insomnia,MONDO:0013600
cefoxitin,CHEBI:209807,Streptococcal bacteremia,UMLS:C0152964
cefazolin,CHEBI:474053,Biliary tract infection,UMLS:C0920156
buprenorphine,CHEBI:3216,"Postoperative Pain, Acute",UMLS:C2215257
azlocillin,CHEBI:2956,osteomyelitis,MONDO:0005246
esomeprazole,CHEBI:50275,duodenal ulcer,MONDO:0005412
methylprednisolone,CHEBI:6888,congenital adrenal hyperplasia,MONDO:0018479
digoxin,CHEBI:4551,atrial fibrillation,MONDO:0004981
doxycycline,PUBCHEM.COMPOUND:54671203,boutonneuse fever,MONDO:0024472
clavulanic acid,CHEBI:48947,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
edoxaban,CHEBI:85973,pulmonary embolism,MONDO:0005279
dasatinib,CHEBI:49375,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0006115
penicillamine,CHEBI:7959,rheumatoid arthritis,MONDO:0008383
hydroxychloroquine,CHEBI:5801,Plasmodium ovale malaria,MONDO:0001601
empagliflozin,CHEBI:82720,congestive heart failure,MONDO:0005009
tetracycline,CHEBI:27902,anthrax infection,MONDO:0005119
methylthioninium chloride,CHEBI:43830,methemoglobinemia,MONDO:0001117
midazolam,CHEBI:6931,anxiety,MONDO:0011918
pseudoephedrine,CHEBI:51209,rhinitis,MONDO:0003014
oxacillin,CHEBI:7809,Acute bacterial sinusitis,UMLS:C0275556
infigratinib,CHEBI:63451,cholangiocarcinoma,MONDO:0019087
azosemide,CHEBI:31248,congestive heart failure,MONDO:0005009
aciclovir,CHEBI:2453,Recurrent genital herpes,HP:0032157
cortisol,CHEBI:5783,idiopathic acute eosinophilic pneumonia,MONDO:0019122
prednisone,CHEBI:8382,autoimmune disease,MONDO:0007179
paracetamol,CHEBI:46195,Arthralgia,HP:0002829
cefuroxime,CHEBI:3515,Streptococcal tonsillitis,UMLS:C0275804
selumetinib,CHEBI:90227,plexiform neurofibroma,MONDO:0003304
indomethacin,CHEBI:49662,gout,MONDO:0005393
cefonicid,CHEBI:3491,Klebsiella cystitis,UMLS:C0520775
streptomycin,CHEBI:17076,chancroid,MONDO:0001797
promethazine,CHEBI:8461,urticaria,MONDO:0005492
triamcinolone,CHEBI:9667,acute adrenal insufficiency,MONDO:0019801
ciprofloxacin,CHEBI:100241,Abdominal Abscess,UMLS:C0243001
celecoxib,CHEBI:41423,rheumatoid arthritis,MONDO:0008383
pregabalin,CHEBI:64356,generalized anxiety disorder,MONDO:0001942
hydroxyurea,CHEBI:44423,ovarian cancer,MONDO:0008170
citric acid,CHEBI:30769,headache disorder,MONDO:0021146
naloxone,CHEBI:7459,Opioid toxicity,UMLS:C0412850
paclitaxel,CHEBI:45863,Kaposi's sarcoma,MONDO:0005055
phenylephrine,CHEBI:8093,proctitis,MONDO:0005538
mechlorethamine,CHEBI:28925,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0011996
formoterol,CHEBI:5147,chronic bronchitis,MONDO:0005607
aciclovir,CHEBI:2453,herpes zoster,MONDO:0005609
moxifloxacin,CHEBI:63611,pneumonic plague,MONDO:0001024
crisaborole,CHEBI:134677,"dermatitis, atopic",MONDO:0011292
ceftizoxime,CHEBI:553473,acute gonococcal cervicitis,MONDO:0001080
temozolomide,CHEBI:72564,Ewing sarcoma,MONDO:0012817
esketamine,CHEBI:60799,depressive disorder,MONDO:0002050
famotidine,CHEBI:4975,Zollinger-Ellison syndrome,MONDO:0019610
mezlocillin,CHEBI:6919,acute gonococcal endometritis,MONDO:0004264
ofloxacin,CHEBI:194135,Acute bacterial peritonitis,UMLS:C0275550
tipiracil,CHEBI:90879,malignant colon neoplasm,MONDO:0021063
chlorothiazide,CHEBI:3640,hypertensive disorder,MONDO:0005044
amikacin,CHEBI:2637,Non-tuberculous mycobacterial pneumonia,UMLS:C0349650
cefonicid,CHEBI:3491,Pneumonia caused by Escherichia coli,UMLS:C0276089
N-methyl scopolamine,CHEBI:135361,Rhinorrhea,HP:0031417
bupropion,CHEBI:3219,seasonal affective disorder,MONDO:0000694
cefuroxime,CHEBI:3515,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
azathioprine,CHEBI:2948,myasthenia gravis,MONDO:0009688
esmolol,CHEBI:4856,Perioperative hypertension,UMLS:C3661921
cephradine,CHEBI:3547,Proteus urinary tract infection,UMLS:C0577709
phentermine,CHEBI:8080,hypotensive disorder,MONDO:0005468
hydroxyzine,CHEBI:5818,familial dermatographia,MONDO:0007448
amikacin,CHEBI:2637,Pneumonia caused by Pseudomonas,UMLS:C0155860
sunitinib,CHEBI:38940,renal cell carcinoma,MONDO:0005086
mirtazapine,CHEBI:6950,major depressive disorder,MONDO:0002009
dacomitinib,CHEBI:132268,Non-small cell lung cancer with mutation in epidermal growth factor receptor,UMLS:C3840002
mepyramine,CHEBI:6762,Sneeze,HP:0025095
bleomycin,CHEBI:3139,cervical cancer,MONDO:0002974
fluticasone,CHEBI:5134,chronic obstructive pulmonary disease,MONDO:0005002
cefonicid,CHEBI:3491,Escherichia coli septicemia,UMLS:C0276088
paroxetine,CHEBI:7936,depressive disorder,MONDO:0002050
lisinopril,CHEBI:43755,congestive heart failure,MONDO:0005009
vinpocetine,CHEBI:32297,dementia,MONDO:0001627
perazine,CHEBI:59118,enterobiasis,MONDO:0005746
diltiazem,CHEBI:101278,Angina pectoris,HP:0001681
cefamandole,CHEBI:3480,arthropathy,MONDO:0006816
metacycline,CHEBI:6805,Bacterial enteritis,UMLS:C0152516
danazol,CHEBI:4315,breast fibrocystic disease,MONDO:0005219
cefapirin,CHEBI:554446,pneumonia,MONDO:0005249
cyclophosphamide,CHEBI:4027,plasma cell myeloma,MONDO:0009693
cyclophosphamide,CHEBI:4027,ovarian cancer,MONDO:0008170
trovafloxacin,CHEBI:9763,Acute bacterial peritonitis,UMLS:C0275550
sodium bicarbonate,PUBCHEM.COMPOUND:516892,Upper gastrointestinal hemorrhage,UMLS:C0041909
olaparib,CHEBI:83766,"Germline BRCA-mutated, HER2-negative metastatic breast cancer",UMLS:C4708088
teduglutide,CHEBI:72305,short bowel syndrome,MONDO:0015183
acetophenazine,CHEBI:2401,psychotic disorder,MONDO:0005485
triamterene,CHEBI:9671,hypertensive disorder,MONDO:0005044
prednisone,CHEBI:8382,erythema multiforme,MONDO:0006545
dromostanolone propionate,CHEBI:31523,breast cancer,MONDO:0007254
daclatasvir,CHEBI:82977,chronic hepatitis C virus infection,MONDO:0005354
5-fluorouracil,CHEBI:46345,superficial multifocal basal cell carcinoma,MONDO:0002954
vinblastine,CHEBI:27375,Kaposi's sarcoma,MONDO:0005055
lamivudine,CHEBI:63577,HIV infectious disease,MONDO:0005109
warfarin,CHEBI:10033,Thromboembolism,HP:0001907
daunorubicin,CHEBI:41977,acute erythroid leukemia,MONDO:0017858
propranolol,CHEBI:8499,hemangioma,MONDO:0006500
flavoxate,CHEBI:5088,Dysuria,HP:0100518
cephalexin,CHEBI:3534,prostatitis,MONDO:0005280
methylprednisolone,CHEBI:6888,multiple sclerosis,MONDO:0005301
carboplatin,PUBCHEM.COMPOUND:10339178,ovarian cancer,MONDO:0008170
pregabalin,CHEBI:64356,Diabetic peripheral neuropathy,UMLS:C0740447
acenocoumarol,CHEBI:53766,thrombophilia due to thrombin defect,MONDO:0008559
demeclocycline,UNII:5R5W9ICI6O,sinusitis,MONDO:0005961
sulfisoxazole,CHEBI:102484,Acute otitis media,HP:0000371
clavulanic acid,CHEBI:48947,escherichia coli infection,MONDO:0020920
ofloxacin,CHEBI:194135,pneumonia,MONDO:0005249
latanoprost (isopropyl ester),CHEBI:6384,ocular hypertension,MONDO:0006875
ampicillin,CHEBI:28971,Acute gonococcal urethritis,UMLS:C0275652
phenobarbital,CHEBI:8069,Vascular Headaches,UMLS:C0042376
tizanidine,CHEBI:63629,Muscle spasticity of spinal origin,UMLS:C1562430
celecoxib,CHEBI:41423,"Postoperative Pain, Acute",UMLS:C2215257
doxylamine,CHEBI:51380,common cold,MONDO:0005709
warfarin,CHEBI:10033,thrombotic disease,MONDO:0000831
diflunisal,CHEBI:39669,Chronic pain,HP:0012532
ceftaroline fosamil,CHEBI:70718,Haemophilus influenzae pneumonia,UMLS:C0276026
loteprednol etabonate,CHEBI:31784,atopic conjunctivitis,MONDO:0005642
cefuroxime,CHEBI:3515,Acute bacterial sinusitis,UMLS:C0275556
diflorasone diacetate,CHEBI:31483,Pruritus Ani,UMLS:C0033775
methylphenobarbital,CHEBI:6758,epilepsy,MONDO:0005027
famotidine,CHEBI:4975,duodenal ulcer,MONDO:0005412
hydroxychloroquine,CHEBI:5801,Plasmodium malariae malaria,MONDO:0001943
betamethasone,CHEBI:3077,contact dermatitis,MONDO:0005480
doxycycline,PUBCHEM.COMPOUND:54671203,Rocky mountain spotted fever,MONDO:0019359
biperiden,CHEBI:3112,parkinsonian disorder,MONDO:0021095
hydrocodone,CHEBI:5779,Cough,HP:0012735
oxybutynin,CHEBI:144551,Hyperhidrosis of palms,UMLS:C0580183
olanzapine,CHEBI:7735,bipolar disorder,MONDO:0004985
minocycline,CHEBI:50694,granuloma inguinale,MONDO:0005777
echothiophate,CHEBI:4753,esotropia,MONDO:0004896
tibolone,CHEBI:32223,postmenopausal osteoporosis,MONDO:0008159
simvastatin,CHEBI:9150,hyperlipoproteinemia type 3,MONDO:0018473
ibrutinib,CHEBI:76612,B-cell chronic lymphocytic leukemia,MONDO:0004948
fluticasone,CHEBI:5134,contact dermatitis,MONDO:0005480
