drug_name,drug_id,disease_name,disease_id
ampicillin,CHEBI:28971,sinusitis,MONDO:0005961
betaxolol,CHEBI:3082,hypertensive disorder,MONDO:0005044
chlortetracycline,UNII:WCK1KIQ23Q,trachoma,MONDO:0001249
ofloxacin,CHEBI:194135,Haemophilus influenzae pneumonia,UMLS:C0276026
prednisolone,CHEBI:8378,thyroiditis,MONDO:0004126
liraglutide,CHEBI:71193,type 2 diabetes mellitus,MONDO:0005148
ACTH,CHEBI:3892,Stevens-Johnson syndrome,MONDO:0018229
calcium carbonate,PUBCHEM.COMPOUND:10112,Hypocalcemia,HP:0002901
cefazolin,CHEBI:474053,Bacterial sepsis,UMLS:C0684256
nisoldipine,CHEBI:7577,hypertensive disorder,MONDO:0005044
ATP,CHEBI:15422,Supraventricular arrhythmia,HP:0005115
imatinib,CHEBI:45783,Ph-positive acute lymphoblastic leukemia,HP:0004848
amcinonide,CHEBI:31199,contact dermatitis,MONDO:0005480
pyrantel,CHEBI:8654,enterobiasis,MONDO:0005746
nafcillin,CHEBI:7447,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
dirithromycin,CHEBI:474014,Acute bacterial bronchitis,UMLS:C0339933
daunorubicin,CHEBI:41977,acute myeloid leukemia,MONDO:0018874
amphotericin B,CHEBI:2682,brucellosis,MONDO:0005683
carbetocin,CHEBI:59204,Uterine Inertia,UMLS:C0042135
pramocaine,CHEBI:8357,Pruritus Ani,UMLS:C0033775
mefloquine,CHEBI:63609,Plasmodium vivax malaria,MONDO:0005921
alpha-methyltyrosine,CHEBI:6912,pheochromocytoma,MONDO:0008233
metronidazole,CHEBI:6909,giardiasis,MONDO:0001103
levamisole,CHEBI:6432,ascariasis,MONDO:0005654
ergoloid mesylates,PUBCHEM.COMPOUND:71717894,dementia,MONDO:0001627
amoxicillin,CHEBI:2676,Staphylococcal pharyngitis,UMLS:C0275794
methylprednisolone,CHEBI:6888,chronic beryllium disease,MONDO:0015274
trimethobenzamide,CHEBI:27796,Nausea,HP:0002018
docetaxel,CHEBI:4672,prostate cancer,MONDO:0008315
cefamandole,CHEBI:3480,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
aspirin,CHEBI:15365,common cold,MONDO:0005709
cefixime,CHEBI:93248,bronchitis,MONDO:0003781
metipranolol,CHEBI:6897,ocular hypertension,MONDO:0006875
ofloxacin,CHEBI:194135,arthropathy,MONDO:0006816
cephalexin,CHEBI:3534,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
cefpodoxime,CHEBI:3504,Streptococcal tonsillitis,UMLS:C0275804
acetylcysteine,CHEBI:28939,Pulmonary Cystic Fibrosis,UMLS:C0392164
trichlormethiazide,CHEBI:9683,hypertensive disorder,MONDO:0005044
loxapine,CHEBI:50841,bipolar disorder,MONDO:0004985
pilocarpine,CHEBI:8207,ocular hypertension,MONDO:0006875
doxycycline,PUBCHEM.COMPOUND:54671203,scrub typhus,MONDO:0019365
benzocaine,CHEBI:116735,Pruritus,HP:0000989
metformin,CHEBI:6801,polycystic ovary syndrome,MONDO:0008487
enoxacin,CHEBI:157175,gonorrhea,MONDO:0004277
cefazolin,CHEBI:474053,bacterial endocarditis,MONDO:0006669
nicorandil,CHEBI:31905,Angina pectoris,HP:0001681
cefotaxime,CHEBI:94427,Escherichia coli septicemia,UMLS:C0276088
ceftizoxime,CHEBI:553473,Bacterial peritonitis,UMLS:C0341503
betamethasone,CHEBI:3077,autoimmune disease,MONDO:0007179
sulfadiazine silver,PUBCHEM.COMPOUND:31011,Skin ulcer,HP:0200042
phenytoin,CHEBI:8107,Bilateral tonic-clonic seizure,HP:0002069
triprolidine,CHEBI:84116,vasomotor rhinitis,MONDO:0006004
neomycin,CHEBI:7507,hepatic encephalopathy,MONDO:0001711
ampicillin,CHEBI:28971,meningococcal meningitis,MONDO:0018059
imipenem,CHEBI:471744,Pseudomonas aeruginosa infectious disease,MONDO:0040732
dyphylline,CHEBI:4728,pulmonary emphysema,MONDO:0004849
nabumetone,CHEBI:7443,rheumatoid arthritis,MONDO:0008383
indacaterol,CHEBI:68575,asthma,MONDO:0004979
phenylephrine,CHEBI:8093,rhinitis,MONDO:0003014
chlorpheniramine,CHEBI:52010,Pruritus,HP:0000989
cefalotin,CHEBI:124991,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
norfloxacin,CHEBI:100246,chronic tubotympanic suppurative otitis media,MONDO:0001964
norfloxacin,CHEBI:100246,gonorrhea,MONDO:0004277
doxylamine,CHEBI:51380,atopic conjunctivitis,MONDO:0005642
magnesium hydroxide,PUBCHEM.COMPOUND:73981,dyspepsia,MONDO:0002268
promazine,CHEBI:8459,Nausea,HP:0002018
everolimus,CHEBI:68478,Neuroendocrine tumor of pancreas,UMLS:C4305467
ulipristal acetate,CHEBI:71025,uterine corpus leiomyoma,MONDO:0007886
diphenoxylate,CHEBI:4639,diarrheal disease,MONDO:0001673
cyclophosphamide,CHEBI:4027,Burkitt lymphoma,MONDO:0007243
clobetasol propionate,CHEBI:31414,seborrheic dermatitis,MONDO:0006608
entrectinib,CHEBI:195558,Solid neoplasm with neurotrophic receptor tyrosine kinase gene fusion,UMLS:C5192106
thalidomide,CHEBI:74947,plasma cell myeloma,MONDO:0009693
cloxacillin,CHEBI:49566,pharyngitis,MONDO:0002258
mometasone,CHEBI:6970,intrinsic asthma,MONDO:0004765
cephradine,CHEBI:3547,arthropathy,MONDO:0006816
cefotaxime,CHEBI:94427,Proteus urinary tract infection,UMLS:C0577709
methylprednisolone,CHEBI:6888,non-Hodgkin lymphoma,MONDO:0018908
cefixime,CHEBI:93248,Haemophilus influenzae otitis media,UMLS:C0276027
dexamfetamine,CHEBI:4469,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
indapamide,CHEBI:5893,hypertensive disorder,MONDO:0005044
rofecoxib,CHEBI:8887,Dysmenorrhea,HP:0100607
primidone,CHEBI:8412,Focal aware seizure,HP:0002349
oxytetracycline,CHEBI:133011,ornithosis,MONDO:0005888
ampicillin,CHEBI:28971,Haemophilus influenzae otitis media,UMLS:C0276027
prednisone,CHEBI:8382,Crohn disease,MONDO:0005011
permethrin,CHEBI:34911,Pthirus pubis infestation,MONDO:0001794
ibuprofen,CHEBI:5855,patent ductus arteriosus,MONDO:0011827
clotrimazole,CHEBI:3764,cutaneous candidiasis,MONDO:0000879
sulindac,CHEBI:9352,ankylosing spondylitis,MONDO:0005306
ceftibuten,CHEBI:3510,Bacterial otitis media,UMLS:C1698510
aztreonam,CHEBI:94511,Sepsis caused by Gram negative bacteria,UMLS:C3163829
magnesium citrate,PUBCHEM.COMPOUND:6099959,constipation disorder,MONDO:0002203
lornoxicam,CHEBI:31783,Pain,HP:0012531
triamcinolone,CHEBI:9667,serum sickness,MONDO:0043789
magnesium oxide,CHEBI:31794,constipation disorder,MONDO:0002203
posaconazole,CHEBI:64355,coccidioidomycosis,MONDO:0005706
ticarcillin,CHEBI:9587,Serratia Infections,UMLS:C0085394
aztreonam,CHEBI:94511,peritonitis,MONDO:0004522
imipenem,CHEBI:471744,bacterial endocarditis,MONDO:0006669
amphotericin B,CHEBI:2682,Acute gonococcal urethritis,UMLS:C0275652
warfarin,CHEBI:10033,Deep venous thrombosis,HP:0002625
sodium thiosalicylate,CHEBI:59124,osteoarthritis,MONDO:0005178
ofloxacin,CHEBI:194135,acute gonococcal endometritis,MONDO:0004264
cortisol,CHEBI:5783,iritis,MONDO:0006814
lithium carbonate,PUBCHEM.COMPOUND:11125,juvenile idiopathic arthritis,MONDO:0011429
pindolol,CHEBI:8214,hypertensive disorder,MONDO:0005044
triamcinolone,CHEBI:9667,cutaneous candidiasis,MONDO:0000879
prednisolone,CHEBI:8378,Sjogren syndrome,MONDO:0010030
loratadine,CHEBI:6538,allergic rhinitis,MONDO:0011786
methdilazine,CHEBI:6823,allergic rhinitis,MONDO:0011786
sulfamethoxazole,CHEBI:9332,Proteus urinary tract infection,UMLS:C0577709
piperacillin,CHEBI:8232,Urinary tract infection caused by Klebsiella,UMLS:C4076057
(-)-adrenaline,CHEBI:28918,pulmonary emphysema,MONDO:0004849
cephalexin,CHEBI:3534,streptococcal pneumonia,MONDO:0005972
lorcaserin,CHEBI:65353,obesity disorder,MONDO:0011122
rifabutin,UNII:1W306TDA6S,Pulmonary mycobacterium avium-intracellulare infection,UMLS:C0700226
clarithromycin,CHEBI:3732,bacterial pneumonia,MONDO:0004652
demeclocycline,UNII:5R5W9ICI6O,acute gonococcal endometritis,MONDO:0004264
bacampicillin,CHEBI:2968,bacterial urinary tract infection,MONDO:0005247
azithromycin,CHEBI:2955,Haemophilus influenzae pneumonia,UMLS:C0276026
tienilic acid,CHEBI:9590,hypertensive disorder,MONDO:0005044
cefepime,CHEBI:478164,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
diflunisal,CHEBI:39669,osteoarthritis,MONDO:0005178
cefoxitin,CHEBI:209807,lung abscess,MONDO:0000744
terbutaline,CHEBI:9449,Asthma attack,UMLS:C0347950
lofepramine,CHEBI:47782,depressive disorder,MONDO:0002050
desloratadine,CHEBI:291342,Rhinorrhea,HP:0031417
vilanterol,CHEBI:75037,pulmonary emphysema,MONDO:0004849
promazine,CHEBI:8459,allergic rhinitis,MONDO:0011786
prednisolone,CHEBI:8378,eye disorder,MONDO:0005328
butamben,CHEBI:3231,Skin Irritation,NCIT:C50743
phenylephrine,CHEBI:8093,Fever,HP:0001945
tetracycline,CHEBI:27902,Acute gonococcal urethritis,UMLS:C0275652
drospirenone,CHEBI:50838,acne,MONDO:0011438
amiloride,CHEBI:2639,hypertensive disorder,MONDO:0005044
chloroxine,CHEBI:59477,seborrheic dermatitis,MONDO:0006608
hydroflumethiazide,CHEBI:5784,Edema,HP:0000969
nifedipine,CHEBI:7565,Angina pectoris,HP:0001681
codeine,CHEBI:16714,Pharyngalgia,HP:0033050
nebivolol,CHEBI:64019,hypertensive disorder,MONDO:0005044
norfloxacin,CHEBI:100246,Urinary tract infection caused by Klebsiella,UMLS:C4076057
hydroxocobalamin,PUBCHEM.COMPOUND:184933,pernicious anemia,MONDO:0008228
cefotaxime,CHEBI:94427,Pneumonia caused by Escherichia coli,UMLS:C0276089
alclofenac,CHEBI:31183,Pain,HP:0012531
oxytetracycline,CHEBI:133011,Chlamydia trachomatis infection of genital structure,UMLS:C1997322
aceclofenac,CHEBI:31159,osteoarthritis,MONDO:0005178
isosorbide mononitrate,CHEBI:6060,Angina pectoris,HP:0001681
oritavancin,CHEBI:82699,Staphylococcal Skin Infections,UMLS:C0038166
dabigatran etexilate,CHEBI:70746,Embolism,UMLS:C0013922
prednisone,CHEBI:8382,acquired thrombocytopenia,MONDO:0001198
fenoldopam,CHEBI:5002,malignant essential hypertension,MONDO:0001133
loracarbef,CHEBI:47544,Recurrent lower respiratory tract infections,HP:0002783
citalopram,CHEBI:3723,depressive disorder,MONDO:0002050
aztreonam,CHEBI:94511,Serratia sepsis,UMLS:C0152973
chloramphenicol,CHEBI:3605,boutonneuse fever,MONDO:0024472
clarithromycin,CHEBI:3732,Acute bacterial sinusitis,UMLS:C0275556
methylprednisolone,CHEBI:6888,"dermatitis, atopic",MONDO:0011292
crotamiton,CHEBI:31439,Pruritus,HP:0000989
procarbazine,CHEBI:71417,classic Hodgkin lymphoma,MONDO:0009348
chlorphenesin carbamate,CHEBI:3642,Spasticity,HP:0001257
telmisartan,CHEBI:9434,hypertensive disorder,MONDO:0005044
mesalazine,CHEBI:6775,Ulcerative colitis in remission,UMLS:C3697010
tiaprofenic acid,CHEBI:32221,rheumatoid arthritis,MONDO:0008383
amikacin,CHEBI:2637,osteomyelitis,MONDO:0005246
fludarabine,CHEBI:63599,acute myeloid leukemia,MONDO:0018874
norethisterone,CHEBI:7627,uterine corpus leiomyoma,MONDO:0007886
cefadroxil,CHEBI:3479,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
trifluridine,CHEBI:75179,Herpes simplex keratoconjunctivitis,UMLS:C0276228
tenofovir disoproxil,CHEBI:63717,chronic hepatitis B virus infection,MONDO:0005366
mepyramine,CHEBI:6762,Rhinorrhea,HP:0031417
chloramphenicol,CHEBI:3605,paratyphoid fever,MONDO:0018626
calcitonin (salmon),CHEBI:3306,bone Paget disease,MONDO:0005382
norfloxacin,CHEBI:100246,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
cefepime,CHEBI:478164,streptococcal pneumonia,MONDO:0005972
benzonatate,CHEBI:3032,Cough,HP:0012735
amphotericin B,CHEBI:2682,cutaneous candidiasis,MONDO:0000879
gatifloxacin,CHEBI:5280,Proteus urinary tract infection,UMLS:C0577709
mezlocillin,CHEBI:6919,Pneumonia caused by Pseudomonas,UMLS:C0155860
diltiazem,CHEBI:101278,Paroxysmal supraventricular tachycardia,HP:0004763
amikacin,CHEBI:2637,Hospital acquired pneumonia,UMLS:C0949083
amphotericin B,CHEBI:2682,Septicaemia candida,UMLS:C0349009
tridihexethyl,CHEBI:9701,peptic ulcer disease,MONDO:0004247
felbamate,CHEBI:4995,epilepsy,MONDO:0005027
magnesium hydroxide,PUBCHEM.COMPOUND:73981,constipation disorder,MONDO:0002203
hematoporphyrin,UNII:HBT6M5H379,non-small cell lung carcinoma,MONDO:0005233
capsaicin,CHEBI:3374,neuralgia,MONDO:0021667
trimethoprim,CHEBI:45924,blepharoconjunctivitis,MONDO:0002307
pramocaine,CHEBI:8357,Skin Irritation,NCIT:C50743
minocycline,CHEBI:50694,stomatitis,MONDO:0004842
amphotericin B,CHEBI:2682,pneumonia,MONDO:0005249
moxifloxacin,CHEBI:63611,bacterial pneumonia,MONDO:0004652
acrivastine,CHEBI:83168,atopic conjunctivitis,MONDO:0005642
rosuvastatin,CHEBI:38545,Hypercholesterolemia,HP:0003124
valacyclovir,CHEBI:35854,herpes labialis,MONDO:0043653
amphotericin B,CHEBI:2682,visceral leishmaniasis,MONDO:0005445
selexipag,CHEBI:90844,pulmonary arterial hypertension,MONDO:0015924
ampicillin,CHEBI:28971,staphylococcus aureus infection,MONDO:0005545
tazobactam,CHEBI:9421,acute pyelonephritis,MONDO:0003529
ertapenem,CHEBI:404903,streptococcal pneumonia,MONDO:0005972
topotecan,CHEBI:63632,small cell lung carcinoma,MONDO:0008433
beclometasone,CHEBI:3001,nasal cavity polyp,MONDO:0006314
ceftriaxone,CHEBI:29007,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
cefaclor,CHEBI:3478,pneumonia,MONDO:0005249
clobetasol propionate,CHEBI:31414,scalp dermatosis,MONDO:0006605
cefoxitin,CHEBI:209807,escherichia coli infection,MONDO:0020920
cyclacillin,CHEBI:31444,Infective otitis media,UMLS:C0729586
methylprednisolone,CHEBI:6888,thyroiditis,MONDO:0004126
(-)-menthol,CHEBI:15409,seborrheic dermatitis,MONDO:0006608
pramipexole,CHEBI:8356,restless legs syndrome,MONDO:0005391
norfloxacin,CHEBI:100246,arthropathy,MONDO:0006816
cefoxitin,CHEBI:209807,peritonitis,MONDO:0004522
dirithromycin,CHEBI:474014,Group A Streptococcal Infections,UMLS:C0554628
oxybutynin,CHEBI:144551,Urge Incontinence,UMLS:C0150045
oxytetracycline,CHEBI:133011,Rocky mountain spotted fever,MONDO:0019359
indomethacin,CHEBI:49662,tendinitis,MONDO:0004857
ethinylestradiol,CHEBI:4903,atrophic vulva,DOID:14275
daptomycin,CHEBI:600103,MRSA infection of postoperative wound,UMLS:C0585966
trovafloxacin,CHEBI:9763,Haemophilus influenzae pneumonia,UMLS:C0276026
cyclizine,CHEBI:3994,common cold,MONDO:0005709
sulfisoxazole,CHEBI:102484,trachoma,MONDO:0001249
diphenylpyraline,CHEBI:59788,vasomotor rhinitis,MONDO:0006004
carbidopa,CHEBI:39585,Parkinson disease,MONDO:0005180
allantoin,CHEBI:15676,seborrheic dermatitis,MONDO:0006608
oxytetracycline,CHEBI:133011,relapsing fever,MONDO:0019633
venlafaxine,CHEBI:9943,major depressive disorder,MONDO:0002009
cortisol,CHEBI:5783,Chronic ulcerative proctitis,UMLS:C2937222
tinidazole,CHEBI:63627,Acute amebiasis,UMLS:C0152499
ceftriaxone,CHEBI:29007,Serratia Infections,UMLS:C0085394
ceftibuten,CHEBI:3510,Acute bacterial bronchitis,UMLS:C0339933
topiramate,CHEBI:63631,epilepsy with generalized tonic-clonic seizures,MONDO:0005754
levonorgestrel,CHEBI:6443,postmenopausal osteoporosis,MONDO:0008159
ampicillin,CHEBI:28971,Bacterial urinary infection,UMLS:C0729524
imatinib,CHEBI:45783,systemic mastocytosis,MONDO:0016586
sulfisoxazole,CHEBI:102484,Haemophilus influenzae otitis media,UMLS:C0276027
ciclopirox,CHEBI:453011,tinea unguium,MONDO:0001628
demeclocycline,UNII:5R5W9ICI6O,bronchitis,MONDO:0003781
alfacalcidol,CHEBI:31186,renal osteodystrophy,MONDO:0006946
atenolol,CHEBI:2904,hypertensive disorder,MONDO:0005044
dyphylline,CHEBI:4728,chronic bronchitis,MONDO:0005607
astemizole,CHEBI:2896,allergic rhinitis,MONDO:0011786
nicardipine,CHEBI:180905,hypertensive disorder,MONDO:0005044
proglumetacin,CHEBI:76263,osteoarthritis,MONDO:0005178
streptomycin,CHEBI:17076,brucellosis,MONDO:0005683
rifaximin,CHEBI:75246,Irritable bowel syndrome with diarrhea,UMLS:C0348898
bromocriptine,CHEBI:3181,Parkinson disease,MONDO:0005180
cefaclor,CHEBI:3478,Acute bacterial bronchitis,UMLS:C0339933
trovafloxacin,CHEBI:9763,Pseudomonas aeruginosa infectious disease,MONDO:0040732
ibuprofen,CHEBI:5855,"Postoperative Pain, Acute",UMLS:C2215257
aminosalicylic acid,CHEBI:27565,pulmonary tuberculosis,MONDO:0006052
betamethasone,CHEBI:3077,Chronic small plaque psoriasis,UMLS:C0406317
methylprednisolone,CHEBI:6888,allergic rhinitis,MONDO:0011786
hydromorphone,CHEBI:5790,Pain,HP:0012531
bacampicillin,CHEBI:2968,sinusitis,MONDO:0005961
chlorpheniramine,CHEBI:52010,Flu-Like Symptoms,NCIT:C78302
pantoprazole,CHEBI:7915,Zollinger-Ellison syndrome,MONDO:0019610
meclofenamic acid,CHEBI:6710,Dysmenorrhea,HP:0100607
loratadine,CHEBI:6538,common cold,MONDO:0005709
ombitasvir,CHEBI:85183,chronic hepatitis C virus infection,MONDO:0005354
telmisartan,CHEBI:9434,stroke disorder,MONDO:0005098
rofecoxib,CHEBI:8887,migraine disorder,MONDO:0005277
amikacin,CHEBI:2637,Enterobacteriaceae Infections,UMLS:C0014347
norfloxacin,CHEBI:100246,Enteric campylobacteriosis,UMLS:C0275982
cefoxitin,CHEBI:209807,Postoperative infection,UMLS:C0392618
cephalexin,CHEBI:3534,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
ampicillin,CHEBI:28971,Staphylococcal endocarditis,UMLS:C0520767
glycine,CHEBI:15428,common cold,MONDO:0005709
azithromycin,CHEBI:2955,dacryocystitis,MONDO:0004926
cyclizine,CHEBI:3994,Cough,HP:0012735
ixabepilone,CHEBI:63605,breast carcinoma,MONDO:0004989
naproxen,CHEBI:7476,gout,MONDO:0005393
brompheniramine,CHEBI:3183,atopic conjunctivitis,MONDO:0005642
flibanserin,CHEBI:90865,hypoactive sexual desire disorder,MONDO:0001821
simvastatin,CHEBI:9150,stroke disorder,MONDO:0005098
eptifibatide,CHEBI:291902,Non-Q wave myocardial infarction,UMLS:C0542269
paliperidone,CHEBI:83804,schizoaffective disorder,MONDO:0005487
cephalexin,CHEBI:3534,Group A Streptococcal Infections,UMLS:C0554628
doxycycline,PUBCHEM.COMPOUND:54671203,tularemia,MONDO:0018077
cimetidine,CHEBI:3699,gastric ulcer,MONDO:0001126
secobarbital,CHEBI:9073,epilepsy,MONDO:0005027
bromodiphenhydramine,CHEBI:59177,common cold,MONDO:0005709
ceftriaxone,CHEBI:29007,Pneumonia caused by Escherichia coli,UMLS:C0276089
dapagliflozin,CHEBI:85078,type 1 diabetes mellitus,MONDO:0005147
carfilzomib,CHEBI:65347,plasma cell myeloma,MONDO:0009693
eptifibatide,CHEBI:291902,acute coronary syndrome,MONDO:0005542
avibactam,CHEBI:85984,Bacterial urinary infection,UMLS:C0729524
benzatropine,CHEBI:3048,postencephalitic Parkinson disease,MONDO:0001945
sulfisoxazole,CHEBI:102484,inclusion conjunctivitis,MONDO:0005808
famotidine,CHEBI:4975,gastric ulcer,MONDO:0001126
cefpodoxime,CHEBI:3504,Proteus urinary tract infection,UMLS:C0577709
codeine,CHEBI:16714,allergic rhinitis,MONDO:0011786
phenylephrine,CHEBI:8093,allergic rhinitis,MONDO:0011786
propafenone,CHEBI:63619,atrial fibrillation,MONDO:0004981
cefixime,CHEBI:93248,Upper Respiratory Infections,UMLS:C0041912
tofacitinib,CHEBI:71200,psoriatic arthritis,MONDO:0011849
ceftriaxone,CHEBI:29007,Proteus pneumonia,UMLS:C1260917
(-)-menthol,CHEBI:15409,Diaper Rash,UMLS:C0011974
lactulose,CHEBI:6359,constipation disorder,MONDO:0002203
rifampicin,CHEBI:28077,pulmonary tuberculosis,MONDO:0006052
daptomycin,CHEBI:600103,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
clemastine,CHEBI:3738,Nasal congestion,HP:0001742
metronidazole,CHEBI:6909,Infectious enteritis,UMLS:C0021342
nifurtoinol,CHEBI:88255,bacterial urinary tract infection,MONDO:0005247
orciprenaline,CHEBI:6792,Asthma attack,UMLS:C0347950
calcium gluconate,PUBCHEM.COMPOUND:9290,osteoporosis,MONDO:0005298
cimetidine,CHEBI:3699,multiple endocrine neoplasia,DOID:3125
atovaquone,CHEBI:575568,Plasmodium falciparum malaria,MONDO:0005920
spironolactone,CHEBI:9241,Ascites,HP:0001541
ertapenem,CHEBI:404903,Abdominal Abscess,UMLS:C0243001
diflorasone diacetate,CHEBI:31483,Psoriasis of scalp,UMLS:C0406326
chloramphenicol,CHEBI:3605,salmonellosis,MONDO:0000827
fluticasone,CHEBI:5134,seborrheic dermatitis,MONDO:0006608
venlafaxine,CHEBI:9943,panic disorder,MONDO:0005383
nafcillin,CHEBI:7447,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
trovafloxacin,CHEBI:9763,Acute gonococcal urethritis,UMLS:C0275652
trimipramine,CHEBI:9738,depressive disorder,MONDO:0002050
timolol,CHEBI:9599,hypertensive disorder,MONDO:0005044
methoxamine,CHEBI:6839,Paroxysmal supraventricular tachycardia,HP:0004763
levofloxacin,CHEBI:63598,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
dalbavancin,CHEBI:82721,Staphylococcal Skin Infections,UMLS:C0038166
methylprednisolone,CHEBI:6888,angioedema,MONDO:0010481
isoniazid,CHEBI:6030,pulmonary tuberculosis,MONDO:0006052
heparin,CHEBI:28304,Deep venous thrombosis,HP:0002625
triamcinolone,CHEBI:9667,autoimmune disease,MONDO:0007179
midostaurin,CHEBI:63452,mast cell leukemia,MONDO:0020334
nafcillin,CHEBI:7447,Acute bacterial sinusitis,UMLS:C0275556
doxycycline,PUBCHEM.COMPOUND:54671203,epidemic louse-borne typhus,MONDO:0019362
ofloxacin,CHEBI:194135,acute maxillary sinusitis,MONDO:0002186
rosuvastatin,CHEBI:38545,hypertriglyceridemia,MONDO:0005347
riboflavin,CHEBI:17015,vitamin deficiency disorder,MONDO:0024298
verteporfin,UNII:0X9PA28K43,wet macular degeneration,MONDO:0005417
clorazepate,CHEBI:3761,alcohol withdrawal,MONDO:0005433
triamcinolone,CHEBI:9667,psoriatic arthritis,MONDO:0011849
carbamazepine,CHEBI:3387,bipolar disorder,MONDO:0004985
betamethasone,CHEBI:3077,trichinellosis,MONDO:0019444
bupropion,CHEBI:3219,nicotine dependence,MONDO:0008575
quinine,CHEBI:15854,malaria,MONDO:0005136
lopinavir,CHEBI:31781,HIV infectious disease,MONDO:0005109
ertapenem,CHEBI:404903,Urinary tract infection caused by Klebsiella,UMLS:C4076057
mitoxantrone,CHEBI:50729,relapsing-remitting multiple sclerosis,MONDO:0005314
ACTH,CHEBI:3892,Exacerbation of multiple sclerosis,UMLS:C0581392
thiethylperazine,CHEBI:9544,Nausea and vomiting,HP:0002017
ertapenem,CHEBI:404903,Female genital tract infection,UMLS:C1263758
prednisolone,CHEBI:8378,Herpes zoster keratitis,UMLS:C1275687
aciclovir,CHEBI:2453,herpes simplex encephalitis,MONDO:0012521
diflorasone diacetate,CHEBI:31483,contact dermatitis,MONDO:0005480
lomustine,CHEBI:6520,brain cancer,MONDO:0001657
aciclovir,CHEBI:2453,Herpes simplex infection of skin,UMLS:C0349719
epirubicin,CHEBI:47898,breast carcinoma,MONDO:0004989
sumatriptan,CHEBI:10650,cluster headache syndrome,MONDO:0043537
hydroxychloroquine,CHEBI:5801,discoid lupus erythematosus,MONDO:0019558
tafamidis,CHEBI:78538,"Familial Amyloid Neuropathy, Portuguese Type",UMLS:C0268384
bretylium,CHEBI:3172,ventricular fibrillation,MONDO:0000190
oxytetracycline,CHEBI:133011,granuloma inguinale,MONDO:0005777
diazoxide,CHEBI:4495,Hypertensive Urgency,UMLS:C0745138
lithium carbonate,PUBCHEM.COMPOUND:11125,rheumatoid arthritis,MONDO:0008383
ampicillin,CHEBI:28971,Proteus urinary tract infection,UMLS:C0577709
fexofenadine,CHEBI:5050,chronic idiopathic urticaria,MONDO:0044212
lomefloxacin,CHEBI:116278,Acute bacterial bronchitis,UMLS:C0339933
benzatropine,CHEBI:3048,Abnormality of extrapyramidal motor function,HP:0002071
aceclofenac,CHEBI:31159,ankylosing spondylitis,MONDO:0005306
azatadine,CHEBI:2946,Nasal congestion,HP:0001742
perindopril,CHEBI:8024,hypertensive disorder,MONDO:0005044
ciprofloxacin,CHEBI:100241,streptococcal pneumonia,MONDO:0005972
cefapirin,CHEBI:554446,rhinoscleroma,MONDO:0005945
flecainide,CHEBI:75984,Paroxysmal atrial flutter,UMLS:C0741292
carvedilol,CHEBI:3441,Left ventricular cardiac dysfunction,UMLS:C1997351
rivaroxaban,CHEBI:68579,Thromboembolism of vein,UMLS:C1997614
triamcinolone,CHEBI:9667,classic Hodgkin lymphoma,MONDO:0009348
dirithromycin,CHEBI:474014,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
betamethasone,CHEBI:3077,exanthem,MONDO:0006547
zinc acetate,PUBCHEM.COMPOUND:11192,exanthem,MONDO:0006547
dextromethorphan,CHEBI:4470,Nasal congestion,HP:0001742
azithromycin,CHEBI:2955,Chlamydial urethritis,UMLS:C1278807
atropine,CHEBI:91877,Drooling,HP:0002307
miltefosine,CHEBI:75283,cutaneous leishmaniasis,MONDO:0005446
carbamazepine,CHEBI:3387,epilepsy,MONDO:0005027
ciclopirox,CHEBI:453011,pityriasis simplex,MONDO:0024343
norfloxacin,CHEBI:100246,Hospital acquired pneumonia,UMLS:C0949083
loteprednol etabonate,CHEBI:31784,Corneal Abrasions,UMLS:C0010032
pramocaine,CHEBI:8357,otitis externa,MONDO:0004795
levofloxacin,CHEBI:63598,pneumonia caused by chlamydia,MONDO:0025598
benzalkonium,CHEBI:135611,Skin Irritation,NCIT:C50743
oxedrine,CHEBI:29081,Nasal congestion,HP:0001742
pramocaine,CHEBI:8357,Pruritus,HP:0000989
primidone,CHEBI:8412,focal epilepsy,MONDO:0005384
vancomycin,CHEBI:28001,osteomyelitis,MONDO:0005246
PGE1,CHEBI:15544,aorta coarctation,MONDO:0007345
methylprednisolone,CHEBI:6888,synovitis,MONDO:0002400
tafamidis,CHEBI:78538,ATTRV122I amyloidosis,MONDO:0019441
erlotinib,CHEBI:114785,non-small cell lung carcinoma,MONDO:0005233
salmeterol,CHEBI:64064,pulmonary emphysema,MONDO:0004849
oxytetracycline,CHEBI:133011,Infective otitis media,UMLS:C0729586
